participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1308,,0,5,2,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,0,0,8,5,3,-1,,,,,,,,,,,,,1,,,-1,,1,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1315,1,0,14,10,1,1,,1,,1,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,1,,1,,0,,,,,,,1,,,,1,,,,1,,,,,,0,,,,,,,,,,
1316,,0,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,1,,,,,0,,,,,,,,,,
1320,1,0,50,39,2,-1,,1,,1,1,0,,,,,,,1,-1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,,1,,0,1,,1,1,1,1,0,1,1,,,1,1,,1,0,1,,0,1,1,,,0,1,1,,1,0,0,0,,,,,,,,,
1321,0,0,50,0,0,0,,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,0,,,,,,,,,
1353,0,0,8,6,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,0,,,-1,,,,,,,,
1378,1,0,53,28,1,1,,1,,,0,0,,,,,,,1,0,1,0,,1,0,1,1,,,1,0,1,0,,1,1,0,1,,1,1,0,,1,,1,0,,1,1,1,0,0,1,0,,,1,1,,1,1,0,,,1,,,,0,0,0,,0,1,0,0,0,1,0,0,0,1,-1,,
1381,0,0,7,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
1385,2,0,7,5,1,1,,,,,,1,,,,,,,,0,1,,,,-1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,0,0,13,4,3,-1,,,,,,,,,,,,,,-1,,1,1,,,,0,,,,,-1,1,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,0,,,,,,
1393,1,0,56,33,18,-1,,1,,0,-1,-1,,,,,,,1,-1,1,1,1,1,-1,-1,1,,,-1,0,-1,1,,1,1,1,1,,1,1,0,,1,,-1,-1,,1,1,1,1,1,0,1,,,-1,1,,1,-1,1,,,1,1,,,1,1,0,,1,-1,-1,-1,1,-1,1,-1,1,1,-1,,
1413,0,0,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,
1439,0,0,12,7,3,-1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,0,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,-1,,0,,,1,,,,-1,,
1441,1,0,18,17,0,1,,1,,,,,,,,,,,,,,0,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,1,,,,1,,,,1,1,,,,,1,1,1,1,1,,,,,,
1457,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,0,0,28,12,5,0,,1,,,,0,,,,,,,0,,,,1,0,,,,,,,,1,,,1,0,0,1,,0,,1,,,,-1,,,0,,,,0,,-1,,,1,,,,,1,,,1,,,,1,,,,,,-1,0,1,-1,,0,-1,1,,,
1470,1,0,29,20,5,1,,,,1,,,,,,,,,0,-1,1,,1,1,1,,,,,,,1,,,,,1,1,,,,,,,,,1,,1,-1,,-1,,,0,,,0,-1,,,1,1,,,,1,,,1,1,,,1,0,1,,1,,,,1,,-1,,
1483,1,0,56,26,0,0,,1,,0,0,0,,,,,,,0,0,1,0,1,0,1,1,0,,,0,1,1,1,,0,0,0,1,,0,1,1,,1,,0,0,,1,1,1,0,1,1,0,,,1,0,,1,1,1,,,0,1,,,0,0,0,,0,0,0,1,1,1,0,0,0,1,0,,
1486,0,0,16,7,2,0,,,,,,,,,,,,,,,,0,1,-1,,,,,,1,,,1,,,,,1,,,,,,0,,,0,,,,1,,,1,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,1,-1,,
1495,1,0,38,28,10,1,,1,,,1,-1,,,,,,,1,-1,,1,1,-1,1,-1,,,,-1,1,-1,,,1,1,1,,,1,1,1,,,,-1,,,,1,,1,1,,-1,,,1,1,,,-1,1,,,,,,,1,1,1,,1,,1,,1,-1,,1,1,,,,
1503,,0,4,4,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1513,0,0,8,6,0,1,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,
1530,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,,0,5,4,1,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
7,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0,3,3,0,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,0,3,2,1,,1,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,0,3,3,0,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,0,2,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,0,6,4,0,,1,,,1,1,,0,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,0,4,3,0,,1,,,1,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,0,5,3,1,,-1,1,,1,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,0,3,1,0,,0,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,0,5,4,1,,1,,,1,1,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,0,3,3,0,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,0,3,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,0,2,2,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2,0,8,4,1,,0,1,,,,0,,,,,,,1,-1,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2,0,8,6,1,,1,1,,,1,,0,,,,,,,-1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,0,3,2,1,,1,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2,0,8,6,0,,1,0,,1,,1,,,,,,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,0,4,2,1,,1,,,,,,,,,,,,,,,,0,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2,0,11,6,5,,1,1,,1,1,,-1,,,,,,,-1,,1,,1,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,0,4,2,0,,1,,,,,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2,0,7,5,0,,1,1,,,1,,,,,,,,,,1,0,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,0,0,13,1,0,,0,0,,0,0,0,0,,,,,,0,0,,,0,0,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2,0,9,4,0,,1,,,0,,,0,,,,,,0,,1,1,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2,0,9,6,3,,1,,,,,-1,,,,,,,1,-1,1,1,1,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2,0,7,3,0,,0,1,,1,,0,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,0,3,2,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2,0,7,5,0,,1,1,,1,,0,,,,,,,,,1,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2,0,7,5,0,,1,1,,1,,,,,,,,,0,,,,0,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,0,11,8,1,,0,,,1,1,,,,,,,,,,,0,,,1,1,1,,,-1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,0,6,0,0,,0,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,0,5,3,1,,1,,,,,,,,,,,,0,,,,,,,,1,,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2,0,8,6,1,,1,1,,,,,-1,,,,,,1,,,1,,1,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,0,0,8,1,0,,1,,,0,,0,0,,,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2,0,7,7,0,,1,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,0,0,15,3,0,,0,0,,,0,0,,,,,,,,0,1,0,,0,,,1,,,,0,0,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2,0,7,6,0,,1,1,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,0,2,2,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,0,4,3,0,,1,,,,1,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,0,4,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2,1,16,13,2,,1,1,,,-1,1,0,,,,,,,,,,,1,1,1,,,1,1,1,1,,,1,1,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0,0,12,2,0,,0,1,,,,,0,,,,,,0,,,0,,0,,,,,0,,,0,,,,0,,1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,0,6,6,0,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,2,0,11,9,0,,1,1,,,1,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,0,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,0,0,13,6,2,,0,1,,,,0,,,,,,,,,1,1,,0,1,,1,,,-1,0,-1,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,0,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2,0,10,6,1,,1,1,,0,,,,,,,,,,,,,0,1,,,,,,1,0,1,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,0,0,7,3,2,,-1,1,,0,,,,,,,,,,,1,-1,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2,0,8,8,0,,1,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,0,21,13,5,,1,,,1,,1,,,,,,,0,-1,1,,,1,1,-1,1,,,-1,,,1,,-1,1,,1,,1,0,0,,,,-1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,0,3,3,0,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,0,8,3,0,,,1,,0,0,1,,,,,,,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,0,3,3,0,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,0,3,2,0,,,1,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,0,4,3,1,,,1,,,,,1,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,0,2,2,0,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0,0,7,0,0,,,0,,,0,,,,,,,,0,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,0,3,0,0,,,0,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,0,3,2,0,,,1,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2,0,10,6,2,,,1,,1,-1,,-1,,,,,,1,,,0,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2,0,8,6,1,,,1,,,1,-1,,,,,,,1,0,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2,0,9,7,1,,,1,,1,,0,,,,,,,,,1,1,,,1,-1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,0,4,0,0,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,0,6,3,1,,,1,,0,,,,,,,,,,,,0,1,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2,0,10,8,0,,,1,,,1,1,,,,,,,0,,1,1,1,0,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,0,4,3,0,,,1,,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,0,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,0,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,0,2,0,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,0,4,2,1,,,1,,,1,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,0,5,3,1,,,1,,,,,,,,,,,,,1,,,,,,,,0,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,0,5,0,0,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1,0,21,13,3,,,1,,,-1,0,,,,,,,,-1,1,,1,,1,1,,,,-1,0,1,1,,,0,,1,,0,1,0,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,0,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2,0,10,9,1,,,1,,,,1,,,,,,,1,-1,1,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2,1,14,13,1,,,1,,1,1,1,,,,,,,1,1,,,,1,,,,,,,-1,1,1,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,0,5,3,0,,,1,,,0,0,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,0,8,6,1,,,1,,1,-1,,0,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0,0,16,8,8,,,1,,,,,,,,,,,-1,,-1,,,1,1,1,1,,,-1,1,,-1,,,,,-1,,,1,-1,,-1,,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
538,,0,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,0,6,5,0,,,1,,,1,,,,,,,,,0,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,0,3,2,0,,,1,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,0,3,3,0,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,0,6,6,0,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,0,6,5,0,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1,0,18,13,3,,,1,,,1,0,,,,,,,,-1,,0,1,1,1,1,,,,1,1,,,,,,1,1,,1,,-1,,1,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1,0,7,6,1,,,1,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,0,14,10,1,,,1,,0,,,,,,,,,0,,1,,1,,,,1,,,,,1,1,,,,,,,1,1,,,0,,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,0,2,1,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1,0,24,15,2,,,1,,0,-1,1,,,,,,,,,1,1,1,,1,1,1,,,1,0,1,1,,,-1,0,1,,,1,0,,0,,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,0,6,5,0,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1,0,21,17,3,,,1,,1,1,1,,,,,,,1,,1,1,1,,,,1,,,-1,1,-1,1,,,,-1,1,,1,1,0,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,0,17,13,2,,,1,,1,,1,,,,,,,1,1,,0,,1,,1,,,,-1,1,,1,,1,1,0,,,,,-1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,0,1,20,3,0,,,0,,1,0,0,,,,,,,0,,,0,0,,0,0,,,,0,,,0,,0,0,0,,,,,,,0,,0,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
